4.433724 1.002052 7.424052
2.961770 3.051968 8.138390
4.674401 9.566155 2.252186
1.754830 6.176497 1.678663
9.519556 0.324419 5.597210
6.378220 5.336650 8.058235
6.039811 1.028405 8.976088
3.109851 9.429192 8.178462
5.929581 0.395373 9.464727
1.065998 7.698675 7.868591
9.152622 6.158314 0.876270
3.127000 4.386335 0.650229
9.621138 0.030676 5.528407
8.603146 9.542854 3.032851
3.977175 8.696500 7.863123
6.422405 5.284532 3.300549
1.832950 6.695927 5.453902
5.631776 8.294541 3.791095
8.243718 9.391550 5.451082
4.685796 7.764131 4.557999
9.514721 8.088751 4.482760
1.810595 5.549204 6.445705
3.391511 7.804322 7.663489
8.967936 1.817957 2.440055
8.725495 4.843103 2.872398
9.012168 6.407442 9.609796
9.858403 4.692300 7.207782
4.678324 6.359032 0.288974
0.220820 0.655953 3.965641
6.525483 0.542978 0.800467
9.787746 1.523530 1.640904
1.566017 4.314189 2.863528
2.273637 0.964411 2.975297
0.009127 6.642819 6.031398
2.569616 4.979487 2.736695
2.713044 6.801107 7.123054
6.071445 3.987669 6.774427
3.172398 0.251822 3.400601
8.078689 1.409123 0.290229
9.105635 8.679896 8.965831
7.946324 1.521212 2.228732
8.312685 8.405547 2.695435
0.673508 5.426675 5.245761
8.037505 4.988474 2.725763
0.572812 4.030935 4.342769
7.321044 9.293508 6.959329
8.090252 3.750332 5.884483
4.642219 6.415471 6.271210
8.379763 5.663598 0.467117
1.514439 2.538798 0.929951
8.409747 9.956788 2.002432
0.074368 6.523895 2.020654
8.594021 9.872505 4.603746
6.882778 1.758597 7.259921
4.835015 8.920197 7.955465
4.976993 3.523246 9.297631
0.427380 1.641144 7.314274
5.610030 8.914343 6.062786
2.257128 1.071196 3.591962
6.451352 6.379635 2.640115
6.702184 8.120786 2.209311
4.351859 4.626302 5.822844
8.644627 2.771314 0.154013
4.487758 1.802753 4.964972
1.554952 3.834875 0.426903
0.548731 8.355210 3.526189
5.557361 2.328585 6.196971
6.606340 9.246991 4.052787
4.067367 5.495298 2.196501
8.899334 3.467642 2.178047
0.693468 0.784870 3.212310
3.109551 3.159634 3.347658
5.215482 9.949098 7.200985
9.361740 9.091151 1.678130
9.607935 0.039816 7.056314
7.252259 8.884081 6.640265
6.684492 2.979408 2.691319
1.903977 8.032272 5.762088
6.190756 9.447163 0.261140
0.258634 6.874138 3.670383
8.192879 2.936942 1.340915
2.383219 5.701559 2.507318
7.488635 1.500242 6.751146
2.684750 6.939487 7.215488
0.763972 7.251990 6.222077
9.884847 4.265594 6.740507
7.801811 5.388360 2.356542
4.531374 3.257234 6.577241
8.271420 7.244696 5.406274
0.449348 9.192264 6.978021
8.730056 1.633205 7.558461
5.229563 7.667282 7.674847
1.472028 0.099754 2.886051
8.392537 9.852839 6.268689
4.453421 0.895386 2.720262
4.397664 3.986680 2.978837
5.249163 0.422440 0.094080
2.020118 6.240080 6.037358
5.143528 1.555851 0.071383
3.188548 3.817832 5.092954
3.382773 2.761501 0.703140
5.834185 2.261232 8.351397
7.945302 0.509697 1.699191
3.505300 0.197945 7.908908
7.261386 3.697560 8.143755
2.780224 9.493306 2.887907
2.987027 8.713226 0.811003
3.025546 3.493142 9.044381
2.272791 1.506984 7.606587
1.162662 4.710460 5.409950
9.927043 2.205035 4.495486
0.287722 9.077796 9.623934
7.741194 2.339766 5.981832
9.590095 6.285463 6.465766
3.908462 2.729394 8.272175
3.387194 9.667452 8.418405
6.461450 4.122947 9.318856
9.162372 1.568123 8.698844
0.595587 7.412590 1.290134
3.273640 3.978474 7.224189
7.016569 8.529008 7.268491
7.032125 8.398207 5.439817
8.727355 3.264512 4.155292
7.672020 9.888532 8.183807
5.149386 0.939025 1.237415
8.384319 1.524645 3.708493
5.974604 5.558084 2.354549
5.474540 2.396221 0.930734
3.356579 1.738191 6.658647
7.779307 3.440223 2.615609
0.384337 7.829519 8.618417
4.910445 5.684684 7.438483
5.822341 4.344116 0.186737
7.721954 5.386304 1.514930
5.282056 9.558106 3.882541
9.269750 2.581443 4.115880
0.271394 9.380686 6.902117
5.487386 2.497351 6.266630
6.364549 6.073367 1.197081
8.252414 4.744132 4.621008
2.075429 1.461137 9.699907
3.563439 2.614856 9.863940
6.455344 0.847408 0.269810
6.153902 5.973323 8.517287
1.244095 9.908936 7.173196
2.986489 3.853930 0.123595
6.211316 6.223490 6.955096
8.660627 1.025699 0.972752
5.977607 3.787927 3.204977
5.469209 3.233988 7.937768
7.277656 6.865884 5.325795
0.839265 9.507734 3.042924
6.656891 2.461372 6.459022
9.728797 3.784250 3.306808
5.441376 1.632399 3.673568
5.727574 7.832464 1.026027
8.753414 8.530888 8.847922
0.142072 8.579417 2.005632
5.998020 3.557684 8.689911
4.788113 9.070568 8.650342
9.737657 1.911801 7.754565
3.042673 3.904205 7.101457
5.892193 9.454921 3.540988
5.532184 6.314665 5.997116
2.900976 3.918207 7.767972
1.622979 3.797949 7.468979
7.740904 4.349144 5.083393
4.941136 4.233494 6.760217
3.028926 4.675315 7.210598
3.659308 2.196188 5.946689
1.459637 0.442502 6.701521
7.912058 9.916235 6.587231
9.715732 3.598635 6.960328
0.221017 1.138022 7.184590
9.164190 4.826676 0.937281
5.023876 0.084103 7.586577
2.466596 4.911238 7.662716
4.813441 8.373381 3.143815
7.840698 4.608473 4.960806
7.419029 5.264134 7.928066
8.455947 2.946390 3.283976
9.935340 0.922353 2.234622
1.457526 2.079138 3.293761
3.855730 3.989003 2.323337
0.232546 7.944532 8.342254
3.116672 5.125842 7.896575
9.282809 1.067383 1.258922
0.008139 0.567635 0.659785
0.810939 3.542207 0.792208
8.080578 2.462749 7.271691
2.485403 0.709218 4.643526
7.958209 5.588010 5.971808
6.219906 7.577283 6.152966
0.413193 6.780759 5.886567
7.784295 0.247033 9.051935
8.451877 4.259718 1.226509
2.031081 3.505071 5.429678
5.394019 3.843694 3.144371
4.369804 1.442549 7.006094
3.765311 9.274069 8.098153
2.915443 7.343650 2.568632
7.910662 0.805210 3.082265
7.478578 2.293461 0.712915
5.456887 0.873611 6.115190
